accel_x[m/s^2],accel_y[m/s^2],accel_z[m/s^2],gyro_x[rad/s],gyro_y[rad/s],gyro_z[rad/s],mag_x[uT],mag_y[uT],mag_z[uT]
7.09,14,-0.95,7.09,14,-0.95,-12.64,-8.42,-31.16
7.09,14,-0.95,7.09,14,-0.95,-12.64,-8.42,-31.16
6.61,12.83,-0.66,6.61,12.83,-0.66,-14.24,-10.03,0
6.37,10.49,-0.6,6.37,10.49,-0.6,-15.66,-5.73,-30.3
6.24,10.09,-0.24,6.24,10.09,-0.24,-13.17,-5.02,-29.61
6.32,9.23,-0.04,6.32,9.23,-0.04,-16.02,-2.87,-28.23
5.8,7.59,0,5.8,7.59,0,-17.08,-0.36,-29.61
6.06,5.64,-0.06,6.06,5.64,-0.06,-17.08,2.51,-27.89
7.18,5.96,0.03,7.18,5.96,0.03,-15.84,5.55,-28.06
7.98,4.54,0.16,7.98,4.54,0.16,-16.73,5.38,-28.23
8.34,4.78,0.08,8.34,4.78,0.08,-16.55,8.78,-27.38
7.29,4.46,-0.16,7.29,4.46,-0.16,-16.73,9.31,-27.89
7.07,5.18,-0.32,7.07,5.18,-0.32,-15.48,12.01,-26
7.36,4.24,-0.57,7.36,4.24,-0.57,-15.13,13.44,-26
8.46,4.07,-0.68,8.46,4.07,-0.68,-14.06,13.08,-25.66
9.05,3.38,-0.73,9.05,3.38,-0.73,-12.64,15.59,-24.61
8.55,3.47,-0.72,8.55,3.47,-0.72,-13.7,14.52,-23.23
7.88,4.16,-0.79,7.88,4.16,-0.79,-14.24,12.9,-23.41
7.34,4.16,-1.05,7.34,4.16,-1.05,-14.59,12.54,-22.38
7.74,4.27,-1.23,7.74,4.27,-1.23,-14.77,11.29,-21.86
8.89,4.35,-1.57,8.89,4.35,-1.57,-13.17,10.39,-21.34
9.09,4.93,-1.83,9.09,4.93,-1.83,-14.24,6.45,-22.03
8.76,5.59,-1.99,8.76,5.59,-1.99,-15.31,3.94,-21.34
8.03,6.43,-1.83,8.03,6.43,-1.83,-14.77,3.76,-18.77
7.66,6.7,-1.75,7.66,6.7,-1.75,-14.42,-0.18,-18.77
7.43,7.07,-1.99,7.43,7.07,-1.99,-12.1,-1.79,-18.59
6.73,7.35,-2.13,6.73,7.35,-2.13,-12.46,-3.58,-17.56
6.18,7.07,-2.14,6.18,7.07,-2.14,-12.64,-7.35,-16.69
5.8,6.95,-2.19,5.8,6.95,-2.19,-10.15,-9.85,-15.66
5.19,6.71,-2.21,5.19,6.71,-2.21,-9.61,-11.47,-14.8
4.56,6.75,-1.91,4.56,6.75,-1.91,-8.72,-11.65,-15.32
0,6.19,-1.86,0,6.19,-1.86,-6.23,-15.23,-14.98
3.47,6.29,-1.93,3.47,6.29,-1.93,-5.52,-14.52,-14.29
3.27,6.77,-2.02,3.27,6.77,-2.02,-4.63,-16.48,-13.77
3.39,7.13,-2.15,3.39,7.13,-2.15,-4.98,-17.56,-13.43
3.51,6.79,-1.93,3.51,6.79,-1.93,-4.09,-17.73,-13.6
3.82,6.55,-1.79,3.82,6.55,-1.79,-2.49,-19.34,-13.43
4.06,6.62,-1.63,4.06,6.62,-1.63,-1.96,-19.89,-12.22
4.26,6.02,-1.61,4.26,6.02,-1.61,-2.31,-19.17,-12.56
4.12,5.52,-1.33,4.12,5.52,-1.33,-0.71,-19.7,-11.36
4.46,5.9,-1.4,4.46,5.9,-1.4,-1.96,-19.17,-12.22
5.1,6.67,-1.34,5.1,6.67,-1.34,-0.71,-19.34,-12.74
5.42,6.32,-1.35,5.42,6.32,-1.35,-1.78,-19.7,-12.05
5.48,5.86,-1.25,5.48,5.86,-1.25,-2.67,-19.17,-11.88
5.81,5.86,-1.08,5.81,5.86,-1.08,-1.6,-18.45,-10.5
6.05,5.5,-1.01,6.05,5.5,-1.01,-1.96,-18.45,-11.53
6.5,5.44,-0.69,6.5,5.44,-0.69,-1.25,-17.73,-12.22
6.82,4.98,-0.24,6.82,4.98,-0.24,-0.53,-19.89,-11.88
6.77,4.67,0.12,6.77,4.67,0.12,-1.42,-18.62,-10.67
6.98,4.21,0.51,6.98,4.21,0.51,-1.42,-17.92,-10.33
6.81,4.21,0.89,6.81,4.21,0.89,-1.25,-18.45,-9.81
6.9,4.23,1.21,6.9,4.23,1.21,-1.07,-17.56,-10.33
7.07,4.04,1.46,7.07,4.04,1.46,-0.71,-17.56,-10.67
7.18,0,1.58,7.18,0,1.58,-1.42,-17.56,-10.33
7.72,3.9,1.34,7.72,3.9,1.34,-0.71,-17.56,-9.98
8.76,4.08,1.05,8.76,4.08,1.05,-0.36,-18.27,-9.3
10.51,5.06,0.04,10.51,5.06,0.04,0.18,-18.45,-10.16
12.76,6.07,-1.48,12.76,6.07,-1.48,1.6,-18.81,-10.5
15.42,7.31,-3.01,15.42,7.31,-3.01,1.78,-21.5,-10.33
18.94,10.23,-3.79,18.94,10.23,-3.79,4.09,-21.67,-9.81
16.11,8.99,-0.26,16.11,8.99,-0.26,5.88,-22.39,-10.84
10.34,6.02,1.29,10.34,6.02,1.29,9.43,-24.55,-9.12
10.34,6.02,1.29,10.34,6.02,1.29,9.43,-24.55,-9.12
8.2,7.41,0.76,8.2,7.41,0.76,11.39,-28.31,-8.61
8.27,7.86,0.74,8.27,7.86,0.74,15.84,-29.92,-11.19
13.09,15.63,1.86,13.09,15.63,1.86,16.73,-29.75,-9.3
16.8,19.06,1.09,16.8,19.06,1.09,21.19,-30.28,-8.78
17.14,19.47,0.59,17.14,19.47,0.59,24.56,-30.81,-11.7
14.89,19.61,1.41,14.89,19.61,1.41,26.17,-30.64,-10.84
13.3,20.39,0.94,13.3,20.39,0.94,31.5,-32.44,-9.12
12.42,21.3,1.33,12.42,21.3,1.33,32.38,-30.11,-11.36
11.88,26.17,3.47,11.88,26.17,3.47,32.56,-30.28,-8.44
11.54,27.53,3.64,11.54,27.53,3.64,33.62,-30.28,-8.44
11.47,23.19,2.42,11.47,23.19,2.42,32.38,-30.11,-9.64
5.22,12.13,-0.36,5.22,12.13,-0.36,33.09,-30.81,-5.85
13.3,35.38,6.72,13.3,35.38,6.72,32.94,-30.64,-8.09
6.88,25.7,7.89,6.88,25.7,7.89,33.47,-30.11,-8.26
2.26,20.89,5.34,2.26,20.89,5.34,32.94,-29.92,-4.99
4.75,23.7,2.43,4.75,23.7,2.43,32.22,-29.56,-5.34
2.55,22.7,4.28,2.55,22.7,4.28,31.69,-30.11,-5.85
0,18,5.91,0,18,5.91,30.62,-28.31,-4.82
2.04,19.8,5.18,2.04,19.8,5.18,31.16,-29.2,-5.34
2.79,12.96,3.72,2.79,12.96,3.72,30.8,-28.84,-2.58
1.27,16.53,5.46,1.27,16.53,5.46,30.08,-28.12,-2.24
2.94,12.68,5.02,2.94,12.68,5.02,30.27,-27.95,-2.41
0.27,14.4,3.36,0.27,14.4,3.36,28.84,-29.39,-2.06
0,13.55,3.42,0,13.55,3.42,27.41,-27.23,-0.69
-0.31,15.29,4.93,-0.31,15.29,4.93,28.3,-26.34,-0.86
-0.31,12.41,4.62,-0.31,12.41,4.62,27.95,-26.7,0.17
0.57,14.63,3.55,0.57,14.63,3.55,27.41,-25.44,-1.03
0.96,10.95,3.24,0.96,10.95,3.24,24.73,-25.27,1.55
2.56,13.98,3.84,2.56,13.98,3.84,24.03,-24.55,0.52
1.79,11.33,2.78,1.79,11.33,2.78,22.61,-23.83,1.55
1.76,13.62,2.12,1.76,13.62,2.12,21.36,-22.94,1.03
1.74,11.34,2.48,1.74,11.34,2.48,18.52,-24.02,2.06
1.71,12.5,3.02,1.71,12.5,3.02,19.41,-20.97,3.27
1.75,10.36,2.13,1.75,10.36,2.13,18.33,-20.97,3.27
1.43,10.74,1.78,1.43,10.74,1.78,16.38,-18.98,4.82
2.67,9.62,2.24,2.67,9.62,2.24,15.66,-18.98,2.75
2.71,9.3,2.19,2.71,9.3,2.19,14.24,-18.62,4.13
3.54,9.02,1.71,3.54,9.02,1.71,13.35,-16.3,4.3
3.61,8.02,1.62,3.61,8.02,1.62,11.57,-16.66,2.93
4.35,8.29,1.81,4.35,8.29,1.81,10.32,-15.77,3.79
4.42,7.16,1.5,4.42,7.16,1.5,9.61,-14.34,4.48
4.69,7.71,1.13,4.69,7.71,1.13,7.83,-13.26,4.48
5.66,6.65,1.11,5.66,6.65,1.11,8.9,-13.26,2.06
5.58,7.01,1.21,5.58,7.01,1.21,8.01,-11.29,3.96
5.75,6.28,0.84,5.75,6.28,0.84,6.05,-11.83,2.75
6.66,6.41,0.79,6.66,6.41,0.79,6.23,-9.85,2.93
6.5,4.74,0.37,6.5,4.74,0.37,4.45,-9.13,2.58
6.31,5.2,0.65,6.31,5.2,0.65,4.27,-7.17,2.41
7.23,4.67,0.5,7.23,4.67,0.5,2.49,-7.88,2.06
7.89,5.53,0.32,7.89,5.53,0.32,4.09,-9.85,1.21
7.32,5.45,0.44,7.32,5.45,0.44,3.38,-8.06,1.89
7.48,5.6,0.52,7.48,5.6,0.52,1.96,-7.7,1.55
8.48,6,0.51,8.48,6,0.51,2.13,-8.96,-0.34
8.46,6.09,0.13,8.46,6.09,0.13,2.85,-8.6,-1.38
7.89,6.35,0,7.89,6.35,0,2.31,-10.21,-0.17
8.19,7.63,0.06,8.19,7.63,0.06,3.03,-10.21,-0.86
8.08,7.4,-0.2,8.08,7.4,-0.2,2.31,-11.29,-0.52
7.8,8.87,-0.1,7.8,8.87,-0.1,3.03,-12.36,-0.52
7.86,8.57,-0.48,7.86,8.57,-0.48,4.63,-16.48,-2.06
7.51,9.99,-0.57,7.51,9.99,-0.57,8.01,-18.81,-3.96
7.35,9.98,-0.54,7.35,9.98,-0.54,6.94,-19.53,-2.58
6.6,10.17,-0.58,6.6,10.17,-0.58,8.54,-22.22,-6.89
5.61,10.56,-0.48,5.61,10.56,-0.48,8.37,-22.75,-4.65
4.72,10.91,-0.37,4.72,10.91,-0.37,10.68,-24.02,-5.85
3.41,11.55,-0.31,3.41,11.55,-0.31,12.64,-27.41,-6.71
2.25,11.67,-0.21,2.25,11.67,-0.21,14.95,-26.88,-7.23
1.4,12.11,-0.05,1.4,12.11,-0.05,16.73,-28.67,-7.92
0.77,11.82,0,0.77,11.82,0,19.41,-30.28,-8.09
-0.12,11.85,0.06,-0.12,11.85,0.06,19.58,-31.53,-7.92
-0.78,11.52,0.23,-0.78,11.52,0.23,21.36,-32.25,-8.61
-1.56,11.36,0.42,-1.56,11.36,0.42,24.56,-31.89,-11.02
-2.01,11.2,0.5,-2.01,11.2,0.5,26.88,-33.5,-9.81
-2.16,11.09,0.51,-2.16,11.09,0.51,29.38,-33.16,-10.16
-2.48,10.78,0.6,-2.48,10.78,0.6,31.33,-33.69,-9.98
-2.93,10.77,0.61,-2.93,10.77,0.61,33.81,-32.97,-13.09
-3.37,10.67,0.68,-3.37,10.67,0.68,36.84,-33.84,-13.6
-3.84,9.96,0.8,-3.84,9.96,0.8,37.72,-34.75,-13.77
-4.82,10.56,0.75,-4.82,10.56,0.75,39.34,-35.66,-14.29
-5.78,9.86,0.62,-5.78,9.86,0.62,41.81,-35.66,-14.98
-6.93,10.48,0.61,-6.93,10.48,0.61,42,-36.19,-14.12
-8.34,11.23,0.16,-8.34,11.23,0.16,42.72,-35.47,-15.15
-9.62,12.91,-0.34,-9.62,12.91,-0.34,46.09,-35.66,-14.29
-11.07,14.09,-0.9,-11.07,14.09,-0.9,46.81,-36,-17.39
-11.38,14.52,-0.54,-11.38,14.52,-0.54,47.34,-35.12,-17.22
-9.67,10.36,0,-9.67,10.36,0,44.84,-36.19,-16.17
-8.2,9.34,0.46,-8.2,9.34,0.46,47,-34.03,-18.59
-8.64,9.07,0,-8.64,9.07,0,47.34,-35.12,-18.94
-9.38,10.92,-0.3,-9.38,10.92,-0.3,46.28,-35.12,-18.94
-10.14,11.52,-0.33,-10.14,11.52,-0.33,46.28,-35.84,-19.97
-11.62,12.17,-0.61,-11.62,12.17,-0.61,46.28,-34.75,-19.62
-12.27,11.73,-1.05,-12.27,11.73,-1.05,45.22,-35.12,-20.31
-12.88,11.95,-1.51,-12.88,11.95,-1.51,43.25,-38.16,-21.17
-13.53,12.9,-2.17,-13.53,12.9,-2.17,42.91,-36.72,-20.83
-13.59,14.04,-3,-13.59,14.04,-3,38.62,-38.16,-20.83
-12.54,15.45,-3.28,-12.54,15.45,-3.28,37.19,-38.16,-21.52
-10.93,15.24,-3.76,-10.93,15.24,-3.76,35.94,-39.06,-22.72
-9.49,16.3,-3.99,-9.49,16.3,-3.99,32.94,-39.59,-22.2
-8.19,14.73,-4.44,-8.19,14.73,-4.44,28.3,-38.53,-23.58
-7.09,14.51,-4.71,-7.09,14.51,-4.71,27.06,-36.91,-24.78
-6.22,13.7,-5.09,-6.22,13.7,-5.09,23.84,-36.19,-23.41
-5.1,13.7,-4.91,-5.1,13.7,-4.91,19.75,-37.44,-25.31
-3.73,12.3,-4.33,-3.73,12.3,-4.33,15.84,-35.28,-26.34
-2.47,10.92,-4.19,-2.47,10.92,-4.19,13.53,-34.03,-26.17
-1.07,11.05,-4.01,-1.07,11.05,-4.01,9.61,-33.31,-25.48
0.1,9.38,-3.81,0.1,9.38,-3.81,5.88,-32.44,-27.38
1.11,9.27,-3.66,1.11,9.27,-3.66,3.03,-29.56,-27.38
1.73,8.26,-3.5,1.73,8.26,-3.5,1.07,-27.23,-27.2
2.58,7.71,-3.37,2.58,7.71,-3.37,-1.07,-26.88,-27.89
3.22,7.34,-3.5,3.22,7.34,-3.5,-4.63,-23.3,-26.86
4.35,6.67,-3.45,4.35,6.67,-3.45,-6.59,-20.61,-28.75
4.18,5.48,-4.01,4.18,5.48,-4.01,-9.97,-17.2,-28.58
4.02,6.14,-3.38,4.02,6.14,-3.38,-12.99,-12.72,-29.09
5.06,5.16,-3.48,5.06,5.16,-3.48,-13.17,-10.39,-29.27
4.6,5.26,-4.06,4.6,5.26,-4.06,-16.19,-7.35,-30.12
5.63,4.3,-4.88,5.63,4.3,-4.88,-17.62,-5.91,-30.12
5.84,2.25,-5.3,5.84,2.25,-5.3,-14.77,-3.76,-29.78
7.34,2.95,-4.45,7.34,2.95,-4.45,-16.73,-1.79,-30.64
6.98,3.25,-5.65,6.98,3.25,-5.65,-16.55,0.18,-30.81
5.43,2.51,-5.23,5.43,2.51,-5.23,-16.19,1.25,-30.81
5.3,2.65,-5.47,5.3,2.65,-5.47,-16.19,1.97,-29.78
5.04,2.25,-5.44,5.04,2.25,-5.44,-17.97,1.25,-31.84
4.63,3.22,-5.13,4.63,3.22,-5.13,-16.38,1.08,-29.61
5.34,6.82,-4.76,5.34,6.82,-4.76,-16.38,-1.08,-31.33
4.15,1.81,-5.64,4.15,1.81,-5.64,-16.19,-3.04,-29.78
5.39,5.18,-6.47,5.39,5.18,-6.47,-15.84,-1.97,-32.53
4.51,-2.41,-7.23,4.51,-2.41,-7.23,-15.13,-3.04,-31.5
4.52,2.37,-5.71,4.52,2.37,-5.71,-14.42,-4.48,-31.16
4.64,0.57,-7.01,4.64,0.57,-7.01,-14.24,-5.02,-30.64
3.3,2.75,-7.4,3.3,2.75,-7.4,-13.88,-6.81,-32.34
4.25,2.76,-7.48,4.25,2.76,-7.48,-13.88,-9.67,-30.98
2.99,4.01,-6.94,2.99,4.01,-6.94,-13.7,-10.21,-30.81
2.91,2.88,-6.59,2.91,2.88,-6.59,-12.99,-11.29,-32.19
1.96,4.8,-6.55,1.96,4.8,-6.55,-12.64,-12.72,-32.19
2.59,2.17,-6.62,2.59,2.17,-6.62,-10.32,-16.12,-33.03
2.75,4.02,-6.91,2.75,4.02,-6.91,-11.04,-15.77,-32.34
3.13,2.69,-7.21,3.13,2.69,-7.21,-10.15,-17.38,-33.22
2.19,1.18,-7.7,2.19,1.18,-7.7,-8.72,-19.17,-31.84
1.2,-0.24,-6.93,1.2,-0.24,-6.93,-9.43,-20.25,-34.25
0.77,2.62,-6.62,0.77,2.62,-6.62,-6.05,-21.14,-32.69
-0.54,1.44,-6.59,-0.54,1.44,-6.59,-6.23,-22.03,-32.53
-0.34,1.72,-7.05,-0.34,1.72,-7.05,-4.27,-24.36,-33.38
-0.16,2.13,-7.01,-0.16,2.13,-7.01,-3.74,-25.27,-32.53
-0.49,3,-7.08,-0.49,3,-7.08,-1.78,-27.23,-34.09
-1.23,1.63,-7.24,-1.23,1.63,-7.24,-0.71,-29.03,-34.09
-1.7,2.01,-6.66,-1.7,2.01,-6.66,-0.53,-28.84,-33.56
-2.04,1.97,-6.63,-2.04,1.97,-6.63,0.89,-28.84,-33.91
-1.99,1.69,-6.92,-1.99,1.69,-6.92,3.74,-28.48,-34.59
-1.8,1.31,-7.04,-1.8,1.31,-7.04,4.09,-32.78,-33.22
-1.95,1.65,-6.97,-1.95,1.65,-6.97,5.34,-30.81,-35.47
-2.24,1.49,-7.05,-2.24,1.49,-7.05,4.63,-32.59,-34.44
-2.24,1.81,-7.3,-2.24,1.81,-7.3,7.66,-31.72,-34.59
-2.17,1.88,-7.28,-2.17,1.88,-7.28,7.48,-32.59,-35.81
-2.1,1.8,-6.95,-2.1,1.8,-6.95,9.08,-33.5,-37.34
-2,1.74,-6.64,-2,1.74,-6.64,9.79,-33.16,-37.69
-2.52,2.07,-6.38,-2.52,2.07,-6.38,10.15,-34.22,-37.69
-2.41,1.61,-6.26,-2.41,1.61,-6.26,10.5,-34.94,-37
-2.38,2.26,-5.77,-2.38,2.26,-5.77,9.79,-34.22,-38.03
-2.1,2.04,-5.7,-2.1,2.04,-5.7,10.68,-35.47,-39.59
-2.17,2.39,-5.63,-2.17,2.39,-5.63,12.64,-35.28,-38.38
-2.42,2.86,-5.75,-2.42,2.86,-5.75,11.92,-35.28,-40.09
-2.12,2.98,-5.75,-2.12,2.98,-5.75,12.28,-35.28,-39.41
-1.72,3.47,-5.91,-1.72,3.47,-5.91,10.86,-34.22,-41.47
-1.5,3.17,-5.94,-1.5,3.17,-5.94,13.17,-35.12,-42
-2.05,3.55,-6.15,-2.05,3.55,-6.15,10.86,-34.56,-40.44
-2.41,3.91,-6.47,-2.41,3.91,-6.47,11.92,-34.56,-42.19
-2.36,4.83,-6.77,-2.36,4.83,-6.77,11.21,-35.66,-41.81
-2.48,4.9,-7.03,-2.48,4.9,-7.03,11.75,-32.97,-42.69
-2.77,5.46,-7.23,-2.77,5.46,-7.23,10.68,-32.59,-44.41
-3.44,5.95,-7.56,-3.44,5.95,-7.56,9.61,-32.59,-43.38
-3.29,6.88,-7.78,-3.29,6.88,-7.78,10.5,-33.5,-43.56
-3.19,7.28,-7.98,-3.19,7.28,-7.98,8.72,-32.78,-45.62
-3.17,7.92,-7.89,-3.17,7.92,-7.89,8.54,-32.25,-45.44
-2.81,8.38,-7.97,-2.81,8.38,-7.97,6.94,-32.06,-44.94
-2.6,8.83,-7.98,-2.6,8.83,-7.98,6.23,-31,-48.03
-2.23,9.22,-7.9,-2.23,9.22,-7.9,6.23,-31.36,-44.94
-2.47,9.93,-7.71,-2.47,9.93,-7.71,6.41,-30.11,-46.12
-2.76,10.46,-7.61,-2.76,10.46,-7.61,6.59,-28.48,-48.38
-2.12,10.52,-7.04,-2.12,10.52,-7.04,2.67,-29.92,-47.69
-1.3,9.98,-6.45,-1.3,9.98,-6.45,3.38,-28.48,-48.38
-0.44,10.48,-6.01,-0.44,10.48,-6.01,2.67,-27.41,-50.44
-0.01,10.23,-5.52,-0.01,10.23,-5.52,1.42,-25.44,-50.62
0.15,10.76,-5.26,0.15,10.76,-5.26,1.42,-24.36,-50.25
0.55,10.3,-4.85,0.55,10.3,-4.85,0.18,-24.19,-50.78
1.21,9.98,-4.4,1.21,9.98,-4.4,-0.71,-23.66,-49.56
1.72,9.46,-3.9,1.72,9.46,-3.9,-0.89,-20.97,-52.5
2.04,9.5,-3.54,2.04,9.5,-3.54,-3.56,-20.06,-53.72
2.46,8.98,-3.06,2.46,8.98,-3.06,-1.42,-20.06,-52.34
2.95,8.68,-2.52,2.95,8.68,-2.52,-3.56,-17.92,-54.75
3.25,8.38,-2.37,3.25,8.38,-2.37,-3.92,-17.2,-53.72
3.62,8.38,-2.12,3.62,8.38,-2.12,-5.16,-18.09,-54.91
4.06,7.85,-1.9,4.06,7.85,-1.9,-4.09,-15.95,-54.91
4.69,7.16,-1.59,4.69,7.16,-1.59,-5.7,-14.7,-55.44
5.12,6.71,-1.35,5.12,6.71,-1.35,-5.16,-15.23,-55.59
5.14,6.92,-0.81,5.14,6.92,-0.81,-6.94,-11.65,-57.31
5.77,6.61,-0.46,5.77,6.61,-0.46,-6.05,-11.47,-55.78
6.2,5.96,-0.18,6.2,5.96,-0.18,-6.94,-12.01,-56.97
6.54,5.32,0.13,6.54,5.32,0.13,-7.12,-10.39,-57.16
7.04,4.19,-0.03,7.04,4.19,-0.03,-6.77,-10.75,-56.81
8.02,4.25,0.21,8.02,4.25,0.21,-5.88,-9.85,-58.34
9,4.05,0.18,9,4.05,0.18,-6.94,-9.85,-59.06
9.74,5.6,-0.08,9.74,5.6,-0.08,-6.94,-10.57,-58
10.84,6.5,-0.44,10.84,6.5,-0.44,-6.77,-12.54,-59.56
12.59,7.89,-0.9,12.59,7.89,-0.9,-2.67,-11.29,-58.69
15.45,9.38,-1.3,15.45,9.38,-1.3,-4.09,-12.36,-58.34
20.44,13.49,-1.71,20.44,13.49,-1.71,-2.67,-14.52,-60.09
21.94,13.96,-0.86,21.94,13.96,-0.86,-1.07,-16.12,-60.59
15.13,6.45,0.38,15.13,6.45,0.38,3.03,-19.53,-60.09
14.53,12.98,1.33,14.53,12.98,1.33,4.27,-22.58,-57.16
14.41,14.32,1.14,14.41,14.32,1.14,8.19,-24.72,-58.88
17.89,22.97,1.06,17.89,22.97,1.06,12.1,-27.95,-58.53
18.66,22.19,1.51,18.66,22.19,1.51,16.19,-29.2,-56.62
15.34,25.33,3.62,15.34,25.33,3.62,20.83,-30.64,-57.31
14.66,21.02,3.89,14.66,21.02,3.89,25.62,-32.25,-57.16
12.28,30.73,4.93,12.28,30.73,4.93,30.44,-32.06,-54.56
9.52,29.64,5.35,9.52,29.64,5.35,34.16,-31.89,-57.16
5.01,30.55,6.28,5.01,30.55,6.28,38.62,-34.56,-55.25
1.9,29.44,6.83,1.9,29.44,6.83,47.16,-33.16,-52.5
-1.34,26.58,7.64,-1.34,26.58,7.64,50.56,-31.89,-53.03
-3.13,24.31,7.93,-3.13,24.31,7.93,54.81,-29.75,-50.97
-3.28,21.31,7.66,-3.28,21.31,7.66,57.84,-28.48,-51.12
-5.12,18.92,7.55,-5.12,18.92,7.55,62.47,-26.34,-46.31
-5.29,17,7.66,-5.29,17,7.66,64.44,-24.02,-46.12
-7.01,14.53,7.4,-7.01,14.53,7.4,68.31,-22.58,-44.41
-7.57,13.93,7.24,-7.57,13.93,7.24,70.62,-20.61,-42.88
-8.16,11.18,7.04,-8.16,11.18,7.04,71.56,-16.84,-42.69
-8.45,9.46,7.07,-8.45,9.46,7.07,74.38,-13.26,-42.34
-8.1,7.72,7.12,-8.1,7.72,7.12,75.31,-11.65,-40.09
-8.36,6.52,7,-8.36,6.52,7,79.56,-8.06,-39.06
-8.98,6.48,7,-8.98,6.48,7,78.31,-6.81,-34.78
-9.99,6.82,7.16,-9.99,6.82,7.16,80.81,-2.87,-35.12
-10.55,7.18,7.43,-10.55,7.18,7.43,79.19,-0.9,-33.56
-11.95,7.2,7.72,-11.95,7.2,7.72,80.44,0.72,-30.64
-12.48,7.26,7.89,-12.48,7.26,7.89,80.25,1.97,-29.78
-13.23,6.9,7.95,-13.23,6.9,7.95,79.94,3.76,-29.09
-14,6.43,8.03,-14,6.43,8.03,79.94,4.48,-27.03
-14.08,5.93,8.2,-14.08,5.93,8.2,81.19,6.09,-26.17
-14.65,5.98,8.33,-14.65,5.98,8.33,79.75,6.09,-23.75
-14.02,6.14,8.49,-14.02,6.14,8.49,80.44,6.45,-21.69
-13.06,5.86,8.66,-13.06,5.86,8.66,80.06,7.88,-19.97
-12.01,6.18,8.79,-12.01,6.18,8.79,79.19,5.2,-18.77
-12.01,6.18,8.79,-12.01,6.18,8.79,79.19,5.2,-18.77
-10.81,6.19,8.75,-10.81,6.19,8.75,78.5,3.04,-17.73
-10.43,6.8,8.68,-10.43,6.8,8.68,78.12,3.76,-13.6
-10.4,7.41,8.88,-10.4,7.41,8.88,76.69,1.61,-12.91
-10.3,7.68,9.11,-10.3,7.68,9.11,76,0.54,-11.19
-10.07,8.18,9.15,-10.07,8.18,9.15,74.38,-0.72,-9.98
-9.57,8.15,9.06,-9.57,8.15,9.06,72.62,-2.51,-7.92
-8.88,8.7,9.02,-8.88,8.7,9.02,71.38,-2.69,-6.02
-8.3,9.12,9.12,-8.3,9.12,9.12,70.12,-3.58,-4.82
-7.55,9.78,9.3,-7.55,9.78,9.3,68.19,-6.63,-1.89
-6.32,10.05,9.33,-6.32,10.05,9.33,66.75,-8.06,-0.86
-5,10.13,9.29,-5,10.13,9.29,64.62,-8.06,0.17
-3.87,9.84,9.23,-3.87,9.84,9.23,61.25,-11.11,1.72
-2.88,10.21,9.17,-2.88,10.21,9.17,60.34,-11.29,2.58
-2.25,10.88,9.1,-2.25,10.88,9.1,59.47,-10.03,4.48
-1.74,11.73,9.09,-1.74,11.73,9.09,55,-11.65,3.96
-0.98,12.05,9.1,-0.98,12.05,9.1,52.88,-12.01,4.99
-0.3,12.22,9.08,-0.3,12.22,9.08,50.38,-14.16,8.09
0.59,12.75,9.04,0.59,12.75,9.04,45.22,-12.9,9.64
1.58,12.94,9.1,1.58,12.94,9.1,45.03,-12.36,10.16
2.43,13.12,9.16,2.43,13.12,9.16,42,-12.9,10.67
3.44,12.83,9.29,3.44,12.83,9.29,38.97,-10.57,11.88
4.65,11.73,9.45,4.65,11.73,9.45,37.56,-9.49,11.53
6.13,11.59,9.48,6.13,11.59,9.48,34.88,-8.96,11.02
7.2,11.44,9.55,7.2,11.44,9.55,33.28,-6.99,11.53
7.95,11.05,9.62,7.95,11.05,9.62,30.8,-6.63,12.56
8.72,11.44,9.71,8.72,11.44,9.71,29.38,-4.48,13.26
9.21,10.84,9.7,9.21,10.84,9.7,27.41,-2.51,13.09
10.5,10.79,9.73,10.5,10.79,9.73,25.98,-1.08,14.12
11.74,10.75,10.12,11.74,10.75,10.12,24.92,0,13.77
12.11,9.77,10.31,12.11,9.77,10.31,24.03,6.63,12.56
12.61,9.28,10.29,12.61,9.28,10.29,21.53,6.99,12.22
12.8,8.41,10.75,12.8,8.41,10.75,21.53,8.78,11.19
12.41,8.19,10.82,12.41,8.19,10.82,19.94,10.03,11.7
12.17,8.77,10.97,12.17,8.77,10.97,19.22,12.9,9.3
12.24,8.78,11.24,12.24,8.78,11.24,17.08,12.9,10.33
12.52,9.82,11.55,12.52,9.82,11.55,15.48,14.52,8.78
12.32,10.35,11.66,12.32,10.35,11.66,15.31,15.05,9.3
12.3,10.13,11.69,12.3,10.13,11.69,12.64,15.59,7.4
12.46,9.93,11.81,12.46,9.93,11.81,10.32,17.2,7.57
11.64,10.45,12.13,11.64,10.45,12.13,8.37,16.3,7.4
10.52,10.71,12.24,10.52,10.71,12.24,7.12,16.84,5.85
10.01,11.55,12.23,10.01,11.55,12.23,5.88,14.16,4.3
8.78,11.31,12.2,8.78,11.31,12.2,3.74,13.8,2.24
7.96,12.35,12.41,7.96,12.35,12.41,1.25,14.88,3.27
6.58,11.91,12.45,6.58,11.91,12.45,-0.89,13.44,-0.52
5.91,12.83,12.73,5.91,12.83,12.73,-1.6,12.36,0.17
4.8,11.82,12.88,4.8,11.82,12.88,-4.8,8.78,-3.62
3.86,12,13.07,3.86,12,13.07,-5.52,8.42,-4.3
3.72,10.63,13.12,3.72,10.63,13.12,-6.05,6.09,-5.16
